seq_name	batch	sample.x	batch_number	read	lane	plate	sample_name	well	sample.y	number	genotype	experiment	barcode	X	Y	X_Y	well_no	dh_genotype
batch_1/18048FL-06-02-22_S118_L002_R2_001	batch_1	118	22	2	2	7	18048FL-06-02-22_S118_L002	B10	BG_WD_0712_547	547	511EB00419	WD_0712	ILLSINHA79	55	13	55_13	22	EB.10H.H.00062
batch_1/18048FL-06-02-23_S119_L002_R1_001	batch_1	119	23	1	2	7	18048FL-06-02-23_S119_L002	B11	BG_WD_0712_472	472	511EB00421	WD_0712	ILLSINHA87	54	9	54_9	23	EB.10H.H.00064
batch_1/18048FL-06-02-23_S119_L002_R2_001	batch_1	119	23	2	2	7	18048FL-06-02-23_S119_L002	B11	BG_WD_0712_472	472	511EB00421	WD_0712	ILLSINHA87	54	9	54_9	23	EB.10H.H.00064
batch_1/18048FL-06-02-24_S120_L002_R1_001	batch_1	120	24	1	2	7	18048FL-06-02-24_S120_L002	B12	BG_WD_0712_601	601	511EB00283	WD_0712	ILLSINHA95	62	16	62_16	24	EB.09S.H.00394
batch_1/18048FL-06-02-24_S120_L002_R2_001	batch_1	120	24	2	2	7	18048FL-06-02-24_S120_L002	B12	BG_WD_0712_601	601	511EB00283	WD_0712	ILLSINHA95	62	16	62_16	24	EB.09S.H.00394
batch_1/18048FL-06-02-25_S121_L002_R1_001	batch_1	121	25	1	2	7	18048FL-06-02-25_S121_L002	C1	BG_WD_0712_613	613	511EB00376	WD_0712	ILLSINHA6	65	17	65_17	25	EB.10H.H.00006
batch_1/18048FL-06-02-25_S121_L002_R2_001	batch_1	121	25	2	2	7	18048FL-06-02-25_S121_L002	C1	BG_WD_0712_613	613	511EB00376	WD_0712	ILLSINHA6	65	17	65_17	25	EB.10H.H.00006
batch_1/18048FL-06-02-26_S122_L002_R1_001	batch_1	122	26	1	2	7	18048FL-06-02-26_S122_L002	C2	BG_WD_0712_454	454	511EB00047	WD_0712	ILLSINHA14	67	8	67_8	26	EB.09S.H.00064
batch_1/18048FL-06-02-26_S122_L002_R2_001	batch_1	122	26	2	2	7	18048FL-06-02-26_S122_L002	C2	BG_WD_0712_454	454	511EB00047	WD_0712	ILLSINHA14	67	8	67_8	26	EB.09S.H.00064
batch_1/18048FL-06-02-27_S123_L002_R1_001	batch_1	123	27	1	2	7	18048FL-06-02-27_S123_L002	C3	BG_WD_0712_507	507	511EB00295	WD_0712	ILLSINHA22	57	11	57_11	27	EB.09S.H.00413
batch_1/18048FL-06-02-27_S123_L002_R2_001	batch_1	123	27	2	2	7	18048FL-06-02-27_S123_L002	C3	BG_WD_0712_507	507	511EB00295	WD_0712	ILLSINHA22	57	11	57_11	27	EB.09S.H.00413
batch_1/18048FL-06-02-28_S124_L002_R1_001	batch_1	124	28	1	2	7	18048FL-06-02-28_S124_L002	C4	BG_WD_0712_451	451	513EB00023	WD_0712	ILLSINHA30	64	8	64_8	28	EB.09S.H.00459
batch_1/18048FL-06-02-28_S124_L002_R2_001	batch_1	124	28	2	2	7	18048FL-06-02-28_S124_L002	C4	BG_WD_0712_451	451	513EB00023	WD_0712	ILLSINHA30	64	8	64_8	28	EB.09S.H.00459
batch_1/18048FL-06-02-29_S125_L002_R1_001	batch_1	125	29	1	2	7	18048FL-06-02-29_S125_L002	C5	BG_WD_0712_394	394	511EB00052	WD_0712	ILLSINHA38	56	5	56_5	29	EB.09S.H.00072
batch_1/18048FL-06-02-29_S125_L002_R2_001	batch_1	125	29	2	2	7	18048FL-06-02-29_S125_L002	C5	BG_WD_0712_394	394	511EB00052	WD_0712	ILLSINHA38	56	5	56_5	29	EB.09S.H.00072
batch_1/18048FL-06-02-30_S126_L002_R1_001	batch_1	126	30	1	2	7	18048FL-06-02-30_S126_L002	C6	BG_WD_0712_471	471	511EB00336	WD_0712	ILLSINHA46	55	9	55_9	30	EB.09S.H.00472
batch_1/18048FL-06-02-30_S126_L002_R2_001	batch_1	126	30	2	2	7	18048FL-06-02-30_S126_L002	C6	BG_WD_0712_471	471	511EB00336	WD_0712	ILLSINHA46	55	9	55_9	30	EB.09S.H.00472
batch_1/18048FL-06-02-31_S127_L002_R1_001	batch_1	127	31	1	2	7	18048FL-06-02-31_S127_L002	C7	BG_WD_0712_459	459	511EB00325	WD_0712	ILLSINHA54	67	9	67_9	31	EB.09S.H.00455
batch_1/18048FL-06-02-31_S127_L002_R2_001	batch_1	127	31	2	2	7	18048FL-06-02-31_S127_L002	C7	BG_WD_0712_459	459	511EB00325	WD_0712	ILLSINHA54	67	9	67_9	31	EB.09S.H.00455
batch_1/18048FL-06-02-32_S128_L002_R1_001	batch_1	128	32	1	2	7	18048FL-06-02-32_S128_L002	C8	BG_WD_0712_644	644	511EB00299	WD_0712	ILLSINHA62	67	18	67_18	32	EB.09S.H.00417
batch_1/18048FL-06-02-32_S128_L002_R2_001	batch_1	128	32	2	2	7	18048FL-06-02-32_S128_L002	C8	BG_WD_0712_644	644	511EB00299	WD_0712	ILLSINHA62	67	18	67_18	32	EB.09S.H.00417
batch_1/18048FL-06-02-33_S129_L002_R1_001	batch_1	129	33	1	2	7	18048FL-06-02-33_S129_L002	C9	BG_WD_0712_649	649	511EB00029	WD_0712	ILLSINHA70	67	19	67_19	33	EB.09S.H.00041
batch_1/18048FL-06-02-33_S129_L002_R2_001	batch_1	129	33	2	2	7	18048FL-06-02-33_S129_L002	C9	BG_WD_0712_649	649	511EB00029	WD_0712	ILLSINHA70	67	19	67_19	33	EB.09S.H.00041
batch_1/18048FL-06-02-34_S130_L002_R1_001	batch_1	130	34	1	2	7	18048FL-06-02-34_S130_L002	C10	BG_WD_0712_567	567	511EB00060	WD_0712	ILLSINHA78	66	14	66_14	34	EB.09S.H.00081
batch_1/18048FL-06-02-34_S130_L002_R2_001	batch_1	130	34	2	2	7	18048FL-06-02-34_S130_L002	C10	BG_WD_0712_567	567	511EB00060	WD_0712	ILLSINHA78	66	14	66_14	34	EB.09S.H.00081
batch_1/18048FL-06-02-35_S131_L002_R1_001	batch_1	131	35	1	2	7	18048FL-06-02-35_S131_L002	C11	BG_WD_0712_553	553	511EB00234	WD_0712	ILLSINHA86	52	14	52_14	35	EB.09S.H.00322
batch_1/18048FL-06-02-35_S131_L002_R2_001	batch_1	131	35	2	2	7	18048FL-06-02-35_S131_L002	C11	BG_WD_0712_553	553	511EB00234	WD_0712	ILLSINHA86	52	14	52_14	35	EB.09S.H.00322
batch_1/18048FL-06-02-36_S132_L002_R1_001	batch_1	132	36	1	2	7	18048FL-06-02-36_S132_L002	C12	BG_WD_0712_383	383	511EB00301	WD_0712	ILLSINHA94	67	5	67_5	36	EB.09S.H.00419
batch_1/18048FL-06-02-36_S132_L002_R2_001	batch_1	132	36	2	2	7	18048FL-06-02-36_S132_L002	C12	BG_WD_0712_383	383	511EB00301	WD_0712	ILLSINHA94	67	5	67_5	36	EB.09S.H.00419
batch_1/18048FL-06-02-37_S133_L002_R1_001	batch_1	133	37	1	2	7	18048FL-06-02-37_S133_L002	D1	BG_WD_0712_366	366	511EB00198	WD_0712	ILLSINHA5	55	4	55_4	37	EB.09S.H.00273
batch_1/18048FL-06-02-37_S133_L002_R2_001	batch_1	133	37	2	2	7	18048FL-06-02-37_S133_L002	D1	BG_WD_0712_366	366	511EB00198	WD_0712	ILLSINHA5	55	4	55_4	37	EB.09S.H.00273
batch_1/18048FL-06-02-38_S134_L002_R1_001	batch_1	134	38	1	2	7	18048FL-06-02-38_S134_L002	D2	BG_WD_0712_455	455	9DKC4490	WD_0712	ILLSINHA13	68	8	68_8	38	
batch_1/18048FL-06-02-38_S134_L002_R2_001	batch_1	134	38	2	2	7	18048FL-06-02-38_S134_L002	D2	BG_WD_0712_455	455	9DKC4490	WD_0712	ILLSINHA13	68	8	68_8	38	
batch_1/18048FL-06-02-39_S135_L002_R1_001	batch_1	135	39	1	2	7	18048FL-06-02-39_S135_L002	D3	BG_WD_0712_706	706	511EB00048	WD_0712	ILLSINHA21	53	22	53_22	39	EB.09S.H.00065
batch_1/18048FL-06-02-39_S135_L002_R2_001	batch_1	135	39	2	2	7	18048FL-06-02-39_S135_L002	D3	BG_WD_0712_706	706	511EB00048	WD_0712	ILLSINHA21	53	22	53_22	39	EB.09S.H.00065
batch_1/18048FL-06-02-40_S136_L002_R1_001	batch_1	136	40	1	2	7	18048FL-06-02-40_S136_L002	D4	BG_WD_0712_552	552	511EB00098	WD_0712	ILLSINHA29	51	14	51_14	40	EB.09S.H.00133
batch_1/18048FL-06-02-40_S136_L002_R2_001	batch_1	136	40	2	2	7	18048FL-06-02-40_S136_L002	D4	BG_WD_0712_552	552	511EB00098	WD_0712	ILLSINHA29	51	14	51_14	40	EB.09S.H.00133
batch_1/18048FL-06-02-41_S137_L002_R1_001	batch_1	137	41	1	2	7	18048FL-06-02-41_S137_L002	D5	BG_WD_0712_533	533	513EB00028	WD_0712	ILLSINHA37	69	13	69_13	41	EB.09S.H.00529
batch_1/18048FL-06-02-41_S137_L002_R2_001	batch_1	137	41	2	2	7	18048FL-06-02-41_S137_L002	D5	BG_WD_0712_533	533	513EB00028	WD_0712	ILLSINHA37	69	13	69_13	41	EB.09S.H.00529
batch_1/18048FL-06-02-42_S138_L002_R1_001	batch_1	138	42	1	2	7	18048FL-06-02-42_S138_L002	D6	BG_WD_0712_474	474	511EB00468	WD_0712	ILLSINHA45	52	9	52_9	42	EB.10H.H.00143
batch_1/18048FL-06-02-42_S138_L002_R2_001	batch_1	138	42	2	2	7	18048FL-06-02-42_S138_L002	D6	BG_WD_0712_474	474	511EB00468	WD_0712	ILLSINHA45	52	9	52_9	42	EB.10H.H.00143
batch_1/18048FL-06-02-43_S139_L002_R1_001	batch_1	139	43	1	2	7	18048FL-06-02-43_S139_L002	D7	BG_WD_0712_388	388	511EB00103	WD_0712	ILLSINHA53	62	5	62_5	43	EB.09S.H.00140
batch_1/18048FL-06-02-43_S139_L002_R2_001	batch_1	139	43	2	2	7	18048FL-06-02-43_S139_L002	D7	BG_WD_0712_388	388	511EB00103	WD_0712	ILLSINHA53	62	5	62_5	43	EB.09S.H.00140
batch_1/18048FL-06-02-44_S140_L002_R1_001	batch_1	140	44	1	2	7	18048FL-06-02-44_S140_L002	D8	BG_WD_0712_501	501	9P9486	WD_0712	ILLSINHA61	63	11	63_11	44	
batch_1/18048FL-06-02-44_S140_L002_R2_001	batch_1	140	44	2	2	7	18048FL-06-02-44_S140_L002	D8	BG_WD_0712_501	501	9P9486	WD_0712	ILLSINHA61	63	11	63_11	44	
batch_1/18048FL-06-02-45_S141_L002_R1_001	batch_1	141	45	1	2	7	18048FL-06-02-45_S141_L002	D9	BG_WD_0712_396	396	511EB00152	WD_0712	ILLSINHA69	54	5	54_5	45	EB.09S.H.00208
batch_1/18048FL-06-02-45_S141_L002_R2_001	batch_1	141	45	2	2	7	18048FL-06-02-45_S141_L002	D9	BG_WD_0712_396	396	511EB00152	WD_0712	ILLSINHA69	54	5	54_5	45	EB.09S.H.00208
batch_1/18048FL-06-02-46_S142_L002_R1_001	batch_1	142	46	1	2	7	18048FL-06-02-46_S142_L002	D10	BG_WD_0712_569	569	511EB00374	WD_0712	ILLSINHA77	68	14	68_14	46	EB.10H.H.00003
batch_1/18048FL-06-02-46_S142_L002_R2_001	batch_1	142	46	2	2	7	18048FL-06-02-46_S142_L002	D10	BG_WD_0712_569	569	511EB00374	WD_0712	ILLSINHA77	68	14	68_14	46	EB.10H.H.00003
batch_1/18048FL-06-02-47_S143_L002_R1_001	batch_1	143	47	1	2	7	18048FL-06-02-47_S143_L002	D11	BG_WD_0712_534	534	511EB00004	WD_0712	ILLSINHA85	68	13	68_13	47	EB.09S.H.00005
batch_1/18048FL-06-02-47_S143_L002_R2_001	batch_1	143	47	2	2	7	18048FL-06-02-47_S143_L002	D11	BG_WD_0712_534	534	511EB00004	WD_0712	ILLSINHA85	68	13	68_13	47	EB.09S.H.00005
batch_1/18048FL-06-02-48_S144_L002_R1_001	batch_1	144	48	1	2	7	18048FL-06-02-48_S144_L002	D12	BG_WD_0712_622	622	511EB00286	WD_0712	ILLSINHA93	56	17	56_17	48	EB.09S.H.00397
batch_1/18048FL-06-02-48_S144_L002_R2_001	batch_1	144	48	2	2	7	18048FL-06-02-48_S144_L002	D12	BG_WD_0712_622	622	511EB00286	WD_0712	ILLSINHA93	56	17	56_17	48	EB.09S.H.00397
batch_1/18048FL-06-02-49_S145_L002_R1_001	batch_1	145	49	1	2	7	18048FL-06-02-49_S145_L002	E1	BG_WD_0712_450	450	511EB00235	WD_0712	ILLSINHA4	63	8	63_8	49	EB.09S.H.00324
batch_1/18048FL-06-02-49_S145_L002_R2_001	batch_1	145	49	2	2	7	18048FL-06-02-49_S145_L002	E1	BG_WD_0712_450	450	511EB00235	WD_0712	ILLSINHA4	63	8	63_8	49	EB.09S.H.00324
batch_1/18048FL-06-02-50_S146_L002_R1_001	batch_1	146	50	1	2	7	18048FL-06-02-50_S146_L002	E2	BG_WD_0712_614	614	511EB00166	WD_0712	ILLSINHA12	64	17	64_17	50	EB.09S.H.00226
batch_1/18048FL-06-02-50_S146_L002_R2_001	batch_1	146	50	2	2	7	18048FL-06-02-50_S146_L002	E2	BG_WD_0712_614	614	511EB00166	WD_0712	ILLSINHA12	64	17	64_17	50	EB.09S.H.00226
batch_1/18048FL-06-02-51_S147_L002_R1_001	batch_1	147	51	1	2	7	18048FL-06-02-51_S147_L002	E3	BG_WD_0712_548	548	511EB00409	WD_0712	ILLSINHA20	54	13	54_13	51	EB.10H.H.00052
batch_1/18048FL-06-02-51_S147_L002_R2_001	batch_1	147	51	2	2	7	18048FL-06-02-51_S147_L002	E3	BG_WD_0712_548	548	511EB00409	WD_0712	ILLSINHA20	54	13	54_13	51	EB.10H.H.00052
batch_1/18048FL-06-02-52_S148_L002_R1_001	batch_1	148	52	1	2	7	18048FL-06-02-52_S148_L002	E4	BG_WD_0712_672	672	9DKC4117	WD_0712	ILLSINHA28	57	20	57_20	52	
batch_1/18048FL-06-02-52_S148_L002_R2_001	batch_1	148	52	2	2	7	18048FL-06-02-52_S148_L002	E4	BG_WD_0712_672	672	9DKC4117	WD_0712	ILLSINHA28	57	20	57_20	52	
batch_1/18048FL-06-02-53_S149_L002_R1_001	batch_1	149	53	1	2	7	18048FL-06-02-53_S149_L002	E5	BG_WD_0712_558	558	511EB00313	WD_0712	ILLSINHA36	57	14	57_14	53	EB.09S.H.00436
batch_1/18048FL-06-02-53_S149_L002_R2_001	batch_1	149	53	2	2	7	18048FL-06-02-53_S149_L002	E5	BG_WD_0712_558	558	511EB00313	WD_0712	ILLSINHA36	57	14	57_14	53	EB.09S.H.00436
batch_1/18048FL-06-02-54_S150_L002_R1_001	batch_1	150	54	1	2	7	18048FL-06-02-54_S150_L002	E6	BG_WD_0712_379	379	511EB00262	WD_0712	ILLSINHA44	68	4	68_4	54	EB.09S.H.00368
batch_1/18048FL-06-02-54_S150_L002_R2_001	batch_1	150	54	2	2	7	18048FL-06-02-54_S150_L002	E6	BG_WD_0712_379	379	511EB00262	WD_0712	ILLSINHA44	68	4	68_4	54	EB.09S.H.00368
batch_1/18048FL-06-02-55_S151_L002_R1_001	batch_1	151	55	1	2	7	18048FL-06-02-55_S151_L002	E7	BG_WD_0712_469	469	511EB00043	WD_0712	ILLSINHA52	57	9	57_9	55	EB.09S.H.00059
batch_1/18048FL-06-02-55_S151_L002_R2_001	batch_1	151	55	2	2	7	18048FL-06-02-55_S151_L002	E7	BG_WD_0712_469	469	511EB00043	WD_0712	ILLSINHA52	57	9	57_9	55	EB.09S.H.00059
batch_1/18048FL-06-02-56_S152_L002_R1_001	batch_1	152	56	1	2	7	18048FL-06-02-56_S152_L002	E8	BG_WD_0712_485	485	511EB00392	WD_0712	ILLSINHA60	60	10	60_10	56	EB.10H.H.00033
batch_1/18048FL-06-02-56_S152_L002_R2_001	batch_1	152	56	2	2	7	18048FL-06-02-56_S152_L002	E8	BG_WD_0712_485	485	511EB00392	WD_0712	ILLSINHA60	60	10	60_10	56	EB.10H.H.00033
batch_1/18048FL-06-02-57_S153_L002_R1_001	batch_1	153	57	1	2	7	18048FL-06-02-57_S153_L002	E9	BG_WD_0712_695	695	511EB00104	WD_0712	ILLSINHA68	59	21	59_21	57	EB.09S.H.00142
batch_1/18048FL-06-02-57_S153_L002_R2_001	batch_1	153	57	2	2	7	18048FL-06-02-57_S153_L002	E9	BG_WD_0712_695	695	511EB00104	WD_0712	ILLSINHA68	59	21	59_21	57	EB.09S.H.00142
batch_1/18048FL-06-02-58_S154_L002_R1_001	batch_1	154	58	1	2	7	18048FL-06-02-58_S154_L002	E10	BG_WD_0712_588	588	511EB00195	WD_0712	ILLSINHA76	52	15	52_15	58	EB.09S.H.00266
batch_1/18048FL-06-02-58_S154_L002_R2_001	batch_1	154	58	2	2	7	18048FL-06-02-58_S154_L002	E10	BG_WD_0712_588	588	511EB00195	WD_0712	ILLSINHA76	52	15	52_15	58	EB.09S.H.00266
batch_1/18048FL-06-02-59_S155_L002_R1_001	batch_1	155	59	1	2	7	18048FL-06-02-59_S155_L002	E11	BG_WD_0712_391	391	511EB00030	WD_0712	ILLSINHA84	59	5	59_5	59	EB.09S.H.00043
batch_1/18048FL-06-02-59_S155_L002_R2_001	batch_1	155	59	2	2	7	18048FL-06-02-59_S155_L002	E11	BG_WD_0712_391	391	511EB00030	WD_0712	ILLSINHA84	59	5	59_5	59	EB.09S.H.00043
batch_1/18048FL-06-02-60_S156_L002_R1_001	batch_1	156	60	1	2	7	18048FL-06-02-60_S156_L002	E12	BG_WD_0712_638	638	511EB00033	WD_0712	ILLSINHA92	61	18	61_18	60	EB.09S.H.00046
batch_1/18048FL-06-02-60_S156_L002_R2_001	batch_1	156	60	2	2	7	18048FL-06-02-60_S156_L002	E12	BG_WD_0712_638	638	511EB00033	WD_0712	ILLSINHA92	61	18	61_18	60	EB.09S.H.00046
batch_1/18048FL-06-02-61_S157_L002_R1_001	batch_1	157	61	1	2	7	18048FL-06-02-61_S157_L002	F1	BG_WD_0712_554	554	511EB00364	WD_0712	ILLSINHA3	53	14	53_14	61	EB.09S.H.00518
batch_1/18048FL-06-02-61_S157_L002_R2_001	batch_1	157	61	2	2	7	18048FL-06-02-61_S157_L002	F1	BG_WD_0712_554	554	511EB00364	WD_0712	ILLSINHA3	53	14	53_14	61	EB.09S.H.00518
batch_1/18048FL-06-02-62_S158_L002_R1_001	batch_1	158	62	1	2	7	18048FL-06-02-62_S158_L002	F2	BG_WD_0712_370	370	511EB00297	WD_0712	ILLSINHA11	59	4	59_4	62	EB.09S.H.00415
batch_1/18048FL-06-02-62_S158_L002_R2_001	batch_1	158	62	2	2	7	18048FL-06-02-62_S158_L002	F2	BG_WD_0712_370	370	511EB00297	WD_0712	ILLSINHA11	59	4	59_4	62	EB.09S.H.00415
batch_1/18048FL-06-02-63_S159_L002_R1_001	batch_1	159	63	1	2	7	18048FL-06-02-63_S159_L002	F3	BG_WD_0712_541	541	511EB00474	WD_0712	ILLSINHA19	61	13	61_13	63	EB.10H.H.00151
batch_1/18048FL-06-02-63_S159_L002_R2_001	batch_1	159	63	2	2	7	18048FL-06-02-63_S159_L002	F3	BG_WD_0712_541	541	511EB00474	WD_0712	ILLSINHA19	61	13	61_13	63	EB.10H.H.00151
batch_1/18048FL-06-02-64_S160_L002_R1_001	batch_1	160	64	1	2	7	18048FL-06-02-64_S160_L002	F4	BG_WD_0712_683	683	511EB00423	WD_0712	ILLSINHA27	68	20	68_20	64	EB.10H.H.00067
batch_1/18048FL-06-02-64_S160_L002_R2_001	batch_1	160	64	2	2	7	18048FL-06-02-64_S160_L002	F4	BG_WD_0712_683	683	511EB00423	WD_0712	ILLSINHA27	68	20	68_20	64	EB.10H.H.00067
batch_1/18048FL-06-02-65_S161_L002_R1_001	batch_1	161	65	1	2	7	18048FL-06-02-65_S161_L002	F5	BG_WD_0712_478	478	511EB00304	WD_0712	ILLSINHA35	53	10	53_10	65	EB.09S.H.00424
batch_1/18048FL-06-02-65_S161_L002_R2_001	batch_1	161	65	2	2	7	18048FL-06-02-65_S161_L002	F5	BG_WD_0712_478	478	511EB00304	WD_0712	ILLSINHA35	53	10	53_10	65	EB.09S.H.00424
batch_1/18048FL-06-02-66_S162_L002_R1_001	batch_1	162	66	1	2	7	18048FL-06-02-66_S162_L002	F6	BG_WD_0712_372	372	9P9400	WD_0712	ILLSINHA43	61	4	61_4	66	
batch_1/18048FL-06-02-66_S162_L002_R2_001	batch_1	162	66	2	2	7	18048FL-06-02-66_S162_L002	F6	BG_WD_0712_372	372	9P9400	WD_0712	ILLSINHA43	61	4	61_4	66	
batch_1/18048FL-06-02-67_S163_L002_R1_001	batch_1	163	67	1	2	7	18048FL-06-02-67_S163_L002	F7	BG_WD_0712_421	421	513EB00027	WD_0712	ILLSINHA51	67	7	67_7	67	EB.09S.H.00528
batch_1/18048FL-06-02-67_S163_L002_R2_001	batch_1	163	67	2	2	7	18048FL-06-02-67_S163_L002	F7	BG_WD_0712_421	421	513EB00027	WD_0712	ILLSINHA51	67	7	67_7	67	EB.09S.H.00528
batch_1/18048FL-06-02-68_S164_L002_R1_001	batch_1	164	68	1	2	7	18048FL-06-02-68_S164_L002	F8	BG_WD_0712_575	575	511EB00053	WD_0712	ILLSINHA59	65	15	65_15	68	EB.09S.H.00073
batch_1/18048FL-06-02-68_S164_L002_R2_001	batch_1	164	68	2	2	7	18048FL-06-02-68_S164_L002	F8	BG_WD_0712_575	575	511EB00053	WD_0712	ILLSINHA59	65	15	65_15	68	EB.09S.H.00073
batch_1/18048FL-06-02-69_S165_L002_R1_001	batch_1	165	69	1	2	7	18048FL-06-02-69_S165_L002	F9	BG_WD_0712_412	412	511EB00395	WD_0712	ILLSINHA67	63	6	63_6	69	EB.10H.H.00036
batch_1/18048FL-06-02-69_S165_L002_R2_001	batch_1	165	69	2	2	7	18048FL-06-02-69_S165_L002	F9	BG_WD_0712_412	412	511EB00395	WD_0712	ILLSINHA67	63	6	63_6	69	EB.10H.H.00036
batch_1/18048FL-06-02-70_S166_L002_R1_001	batch_1	166	70	1	2	7	18048FL-06-02-70_S166_L002	F10	BG_WD_0712_612	612	511EB00082	WD_0712	ILLSINHA75	66	17	66_17	70	EB.09S.H.00107
batch_1/18048FL-06-02-70_S166_L002_R2_001	batch_1	166	70	2	2	7	18048FL-06-02-70_S166_L002	F10	BG_WD_0712_612	612	511EB00082	WD_0712	ILLSINHA75	66	17	66_17	70	EB.09S.H.00107
batch_1/18048FL-06-02-71_S167_L002_R1_001	batch_1	167	71	1	2	7	18048FL-06-02-71_S167_L002	F11	BG_WD_0712_480	480	511EB00020	WD_0712	ILLSINHA83	55	10	55_10	71	EB.09S.H.00027
batch_1/18048FL-06-02-71_S167_L002_R2_001	batch_1	167	71	2	2	7	18048FL-06-02-71_S167_L002	F11	BG_WD_0712_480	480	511EB00020	WD_0712	ILLSINHA83	55	10	55_10	71	EB.09S.H.00027
batch_1/18048FL-06-02-72_S168_L002_R1_001	batch_1	168	72	1	2	7	18048FL-06-02-72_S168_L002	F12	BG_WD_0712_393	393	513EB00012	WD_0712	ILLSINHA91	57	5	57_5	72	EB.09S.H.00126
batch_1/18048FL-06-02-72_S168_L002_R2_001	batch_1	168	72	2	2	7	18048FL-06-02-72_S168_L002	F12	BG_WD_0712_393	393	513EB00012	WD_0712	ILLSINHA91	57	5	57_5	72	EB.09S.H.00126
batch_1/18048FL-06-02-73_S169_L002_R1_001	batch_1	169	73	1	2	7	18048FL-06-02-73_S169_L002	G1	BG_WD_0712_524	524	511EB00350	WD_0712	ILLSINHA2	61	12	61_12	73	EB.09S.H.00494
batch_1/18048FL-06-02-73_S169_L002_R2_001	batch_1	169	73	2	2	7	18048FL-06-02-73_S169_L002	G1	BG_WD_0712_524	524	511EB00350	WD_0712	ILLSINHA2	61	12	61_12	73	EB.09S.H.00494
batch_1/18048FL-06-02-74_S170_L002_R1_001	batch_1	170	74	1	2	7	18048FL-06-02-74_S170_L002	G2	BG_WD_0712_386	386	511EB00054	WD_0712	ILLSINHA10	64	5	64_5	74	EB.09S.H.00074
batch_1/18048FL-06-02-74_S170_L002_R2_001	batch_1	170	74	2	2	7	18048FL-06-02-74_S170_L002	G2	BG_WD_0712_386	386	511EB00054	WD_0712	ILLSINHA10	64	5	64_5	74	EB.09S.H.00074
batch_1/18048FL-06-02-75_S171_L002_R1_001	batch_1	171	75	1	2	7	18048FL-06-02-75_S171_L002	G3	BG_WD_0712_555	555	511EB00411	WD_0712	ILLSINHA18	54	14	54_14	75	EB.10H.H.00054
batch_1/18048FL-06-02-75_S171_L002_R2_001	batch_1	171	75	2	2	7	18048FL-06-02-75_S171_L002	G3	BG_WD_0712_555	555	511EB00411	WD_0712	ILLSINHA18	54	14	54_14	75	EB.10H.H.00054
batch_1/18048FL-06-02-76_S172_L002_R1_001	batch_1	172	76	1	2	7	18048FL-06-02-76_S172_L002	G4	BG_WD_0712_571	571	511EB00065	WD_0712	ILLSINHA26	69	15	69_15	76	EB.09S.H.00086
batch_1/18048FL-06-02-76_S172_L002_R2_001	batch_1	172	76	2	2	7	18048FL-06-02-76_S172_L002	G4	BG_WD_0712_571	571	511EB00065	WD_0712	ILLSINHA26	69	15	69_15	76	EB.09S.H.00086
batch_1/18048FL-06-02-77_S173_L002_R1_001	batch_1	173	77	1	2	7	18048FL-06-02-77_S173_L002	G5	BG_WD_0712_498	498	511EB00289	WD_0712	ILLSINHA34	66	11	66_11	77	EB.09S.H.00402
batch_1/18048FL-06-02-77_S173_L002_R2_001	batch_1	173	77	2	2	7	18048FL-06-02-77_S173_L002	G5	BG_WD_0712_498	498	511EB00289	WD_0712	ILLSINHA34	66	11	66_11	77	EB.09S.H.00402
batch_1/18048FL-06-02-78_S174_L002_R1_001	batch_1	174	78	1	2	7	18048FL-06-02-78_S174_L002	G6	BG_WD_0712_493	493	511EB00136	WD_0712	ILLSINHA42	68	10	68_10	78	EB.09S.H.00185
batch_1/18048FL-06-02-78_S174_L002_R2_001	batch_1	174	78	2	2	7	18048FL-06-02-78_S174_L002	G6	BG_WD_0712_493	493	511EB00136	WD_0712	ILLSINHA42	68	10	68_10	78	EB.09S.H.00185
batch_1/18048FL-06-02-79_S175_L002_R1_001	batch_1	175	79	1	2	7	18048FL-06-02-79_S175_L002	G7	BG_WD_0712_717	717	511EB00308	WD_0712	ILLSINHA50	64	22	64_22	79	EB.09S.H.00429
batch_1/18048FL-06-02-79_S175_L002_R2_001	batch_1	175	79	2	2	7	18048FL-06-02-79_S175_L002	G7	BG_WD_0712_717	717	511EB00308	WD_0712	ILLSINHA50	64	22	64_22	79	EB.09S.H.00429
batch_1/18048FL-06-02-80_S176_L002_R1_001	batch_1	176	80	1	2	7	18048FL-06-02-80_S176_L002	G8	BG_WD_0712_674	674	511EB00021	WD_0712	ILLSINHA58	59	20	59_20	80	EB.09S.H.00028
batch_1/18048FL-06-02-80_S176_L002_R2_001	batch_1	176	80	2	2	7	18048FL-06-02-80_S176_L002	G8	BG_WD_0712_674	674	511EB00021	WD_0712	ILLSINHA58	59	20	59_20	80	EB.09S.H.00028
batch_1/18048FL-06-02-81_S177_L002_R1_001	batch_1	177	81	1	2	7	18048FL-06-02-81_S177_L002	G9	BG_WD_0712_680	680	511EB00363	WD_0712	ILLSINHA66	65	20	65_20	81	EB.09S.H.00517
batch_1/18048FL-06-02-81_S177_L002_R2_001	batch_1	177	81	2	2	7	18048FL-06-02-81_S177_L002	G9	BG_WD_0712_680	680	511EB00363	WD_0712	ILLSINHA66	65	20	65_20	81	EB.09S.H.00517
