seq_name	batch	sample.x	batch_number	read	lane	plate	sample_name	well	sample.y	number	genotype	experiment	barcode	X	Y	X_Y	well_no	dh_genotype
18048-85-01-03/BG-P14-well-23_S217_L008_R1_001	18048-85-01-03	217	23	1	8	14	BG-P14-well-23_S217_L008	B11	BG_WD_0720_1226	1226	511EB00278	WD_0720	ILLSINHA87	60	11	60_11	23	EB.09S.H.00389
18048-85-01-03/BG-P14-well-23_S217_L008_R2_001	18048-85-01-03	217	23	2	8	14	BG-P14-well-23_S217_L008	B11	BG_WD_0720_1226	1226	511EB00278	WD_0720	ILLSINHA87	60	11	60_11	23	EB.09S.H.00389
18048-85-01-03/BG-P14-well-24_S218_L008_R1_001	18048-85-01-03	218	24	1	8	14	BG-P14-well-24_S218_L008	B12	BG_WD_0720_1400	1400	513EB00022	WD_0720	ILLSINHA95	63	20	63_20	24	EB.09S.H.00435
18048-85-01-03/BG-P14-well-24_S218_L008_R2_001	18048-85-01-03	218	24	2	8	14	BG-P14-well-24_S218_L008	B12	BG_WD_0720_1400	1400	513EB00022	WD_0720	ILLSINHA95	63	20	63_20	24	EB.09S.H.00435
18048-85-01-03/BG-P14-well-25_S219_L008_R1_001	18048-85-01-03	219	25	1	8	14	BG-P14-well-25_S219_L008	C1	BG_WD_0720_1151	1151	9LG30500	WD_0720	ILLSINHA6	59	7	59_7	25	
18048-85-01-03/BG-P14-well-25_S219_L008_R2_001	18048-85-01-03	219	25	2	8	14	BG-P14-well-25_S219_L008	C1	BG_WD_0720_1151	1151	9LG30500	WD_0720	ILLSINHA6	59	7	59_7	25	
18048-85-01-03/BG-P14-well-26_S220_L008_R1_001	18048-85-01-03	220	26	1	8	14	BG-P14-well-26_S220_L008	C2	BG_WD_0720_1205	1205	511EB00368	WD_0720	ILLSINHA14	58	10	58_10	26	EB.09S.H.00522
18048-85-01-03/BG-P14-well-26_S220_L008_R2_001	18048-85-01-03	220	26	2	8	14	BG-P14-well-26_S220_L008	C2	BG_WD_0720_1205	1205	511EB00368	WD_0720	ILLSINHA14	58	10	58_10	26	EB.09S.H.00522
18048-85-01-03/BG-P14-well-27_S221_L008_R1_001	18048-85-01-03	221	27	1	8	14	BG-P14-well-27_S221_L008	C3	BG_WD_0720_1085	1085	511EB00208	WD_0720	ILLSINHA22	52	4	52_4	27	EB.09S.H.00290
18048-85-01-03/BG-P14-well-27_S221_L008_R2_001	18048-85-01-03	221	27	2	8	14	BG-P14-well-27_S221_L008	C3	BG_WD_0720_1085	1085	511EB00208	WD_0720	ILLSINHA22	52	4	52_4	27	EB.09S.H.00290
18048-85-01-03/BG-P14-well-28_S222_L008_R1_001	18048-85-01-03	222	28	1	8	14	BG-P14-well-28_S222_L008	C4	BG_WD_0720_1339	1339	511EB00204	WD_0720	ILLSINHA30	61	17	61_17	28	EB.09S.H.00283
18048-85-01-03/BG-P14-well-28_S222_L008_R2_001	18048-85-01-03	222	28	2	8	14	BG-P14-well-28_S222_L008	C4	BG_WD_0720_1339	1339	511EB00204	WD_0720	ILLSINHA30	61	17	61_17	28	EB.09S.H.00283
18048-85-01-03/BG-P14-well-29_S223_L008_R1_001	18048-85-01-03	223	29	1	8	14	BG-P14-well-29_S223_L008	C5	BG_WD_0720_1123	1123	511EB00385	WD_0720	ILLSINHA38	52	6	52_6	29	EB.10H.H.00024
18048-85-01-03/BG-P14-well-29_S223_L008_R2_001	18048-85-01-03	223	29	2	8	14	BG-P14-well-29_S223_L008	C5	BG_WD_0720_1123	1123	511EB00385	WD_0720	ILLSINHA38	52	6	52_6	29	EB.10H.H.00024
18048-85-01-03/BG-P14-well-3_S197_L008_R1_001	18048-85-01-03	197	3	1	8	14	BG-P14-well-3_S197_L008	A3	BG_WD_0720_1199	1199	511EB00275	WD_0720	ILLSINHA24	52	10	52_10	3	EB.09S.H.00385
18048-85-01-03/BG-P14-well-3_S197_L008_R2_001	18048-85-01-03	197	3	2	8	14	BG-P14-well-3_S197_L008	A3	BG_WD_0720_1199	1199	511EB00275	WD_0720	ILLSINHA24	52	10	52_10	3	EB.09S.H.00385
18048-85-01-03/BG-P14-well-30_S224_L008_R1_001	18048-85-01-03	224	30	1	8	14	BG-P14-well-30_S224_L008	C6	BG_WD_0720_1399	1399	511EB00365	WD_0720	ILLSINHA46	62	20	62_20	30	EB.09S.H.00519
18048-85-01-03/BG-P14-well-30_S224_L008_R2_001	18048-85-01-03	224	30	2	8	14	BG-P14-well-30_S224_L008	C6	BG_WD_0720_1399	1399	511EB00365	WD_0720	ILLSINHA46	62	20	62_20	30	EB.09S.H.00519
18048-85-01-03/BG-P14-well-31_S225_L008_R1_001	18048-85-01-03	225	31	1	8	14	BG-P14-well-31_S225_L008	C7	BG_WD_0720_1301	1301	511EB00027	WD_0720	ILLSINHA54	61	15	61_15	31	EB.09S.H.00039
18048-85-01-03/BG-P14-well-31_S225_L008_R2_001	18048-85-01-03	225	31	2	8	14	BG-P14-well-31_S225_L008	C7	BG_WD_0720_1301	1301	511EB00027	WD_0720	ILLSINHA54	61	15	61_15	31	EB.09S.H.00039
18048-85-01-03/BG-P14-well-32_S226_L008_R1_001	18048-85-01-03	226	32	1	8	14	BG-P14-well-32_S226_L008	C8	BG_WD_0720_1188	1188	511EB00184	WD_0720	ILLSINHA62	60	9	60_9	32	EB.09S.H.00251
18048-85-01-03/BG-P14-well-32_S226_L008_R2_001	18048-85-01-03	226	32	2	8	14	BG-P14-well-32_S226_L008	C8	BG_WD_0720_1188	1188	511EB00184	WD_0720	ILLSINHA62	60	9	60_9	32	EB.09S.H.00251
18048-85-01-03/BG-P14-well-33_S227_L008_R1_001	18048-85-01-03	227	33	1	8	14	BG-P14-well-33_S227_L008	C9	BG_WD_0720_1426	1426	511EB00221	WD_0720	ILLSINHA70	51	22	51_22	33	EB.09S.H.00308
18048-85-01-03/BG-P14-well-33_S227_L008_R2_001	18048-85-01-03	227	33	2	8	14	BG-P14-well-33_S227_L008	C9	BG_WD_0720_1426	1426	511EB00221	WD_0720	ILLSINHA70	51	22	51_22	33	EB.09S.H.00308
18048-85-01-03/BG-P14-well-34_S228_L008_R1_001	18048-85-01-03	228	34	1	8	14	BG-P14-well-34_S228_L008	C10	BG_WD_0720_1210	1210	513EB00026	WD_0720	ILLSINHA78	63	10	63_10	34	EB.09S.H.00514
18048-85-01-03/BG-P14-well-34_S228_L008_R2_001	18048-85-01-03	228	34	2	8	14	BG-P14-well-34_S228_L008	C10	BG_WD_0720_1210	1210	513EB00026	WD_0720	ILLSINHA78	63	10	63_10	34	EB.09S.H.00514
18048-85-01-03/BG-P14-well-35_S229_L008_R1_001	18048-85-01-03	229	35	1	8	14	BG-P14-well-35_S229_L008	C11	BG_WD_0720_1423	1423	511EB00422	WD_0720	ILLSINHA86	53	21	53_21	35	EB.10H.H.00066
18048-85-01-03/BG-P14-well-35_S229_L008_R2_001	18048-85-01-03	229	35	2	8	14	BG-P14-well-35_S229_L008	C11	BG_WD_0720_1423	1423	511EB00422	WD_0720	ILLSINHA86	53	21	53_21	35	EB.10H.H.00066
18048-85-01-03/BG-P14-well-36_S230_L008_R1_001	18048-85-01-03	230	36	1	8	14	BG-P14-well-36_S230_L008	C12	BG_WD_0720_1208	1208	511EB00045	WD_0720	ILLSINHA94	61	10	61_10	36	EB.09S.H.00061
18048-85-01-03/BG-P14-well-36_S230_L008_R2_001	18048-85-01-03	230	36	2	8	14	BG-P14-well-36_S230_L008	C12	BG_WD_0720_1208	1208	511EB00045	WD_0720	ILLSINHA94	61	10	61_10	36	EB.09S.H.00061
18048-85-01-03/BG-P14-well-37_S231_L008_R1_001	18048-85-01-03	231	37	1	8	14	BG-P14-well-37_S231_L008	D1	BG_WD_0720_1415	1415	511EB00130	WD_0720	ILLSINHA5	61	21	61_21	37	EB.09S.H.00175
18048-85-01-03/BG-P14-well-37_S231_L008_R2_001	18048-85-01-03	231	37	2	8	14	BG-P14-well-37_S231_L008	D1	BG_WD_0720_1415	1415	511EB00130	WD_0720	ILLSINHA5	61	21	61_21	37	EB.09S.H.00175
18048-85-01-03/BG-P14-well-38_S232_L008_R1_001	18048-85-01-03	232	38	1	8	14	BG-P14-well-38_S232_L008	D2	BG_WD_0720_1206	1206	511EB00408	WD_0720	ILLSINHA13	59	10	59_10	38	EB.10H.H.00051
18048-85-01-03/BG-P14-well-38_S232_L008_R2_001	18048-85-01-03	232	38	2	8	14	BG-P14-well-38_S232_L008	D2	BG_WD_0720_1206	1206	511EB00408	WD_0720	ILLSINHA13	59	10	59_10	38	EB.10H.H.00051
18048-85-01-03/BG-P14-well-39_S233_L008_R1_001	18048-85-01-03	233	39	1	8	14	BG-P14-well-39_S233_L008	D3	BG_WD_0720_1317	1317	511EB00250	WD_0720	ILLSINHA21	56	16	56_16	39	EB.09S.H.00352
18048-85-01-03/BG-P14-well-39_S233_L008_R2_001	18048-85-01-03	233	39	2	8	14	BG-P14-well-39_S233_L008	D3	BG_WD_0720_1317	1317	511EB00250	WD_0720	ILLSINHA21	56	16	56_16	39	EB.09S.H.00352
18048-85-01-03/BG-P14-well-4_S198_L008_R1_001	18048-85-01-03	198	4	1	8	14	BG-P14-well-4_S198_L008	A4	BG_WD_0720_1436	1436	511EB00089	WD_0720	ILLSINHA32	61	22	61_22	4	EB.09S.H.00116
18048-85-01-03/BG-P14-well-4_S198_L008_R2_001	18048-85-01-03	198	4	2	8	14	BG-P14-well-4_S198_L008	A4	BG_WD_0720_1436	1436	511EB00089	WD_0720	ILLSINHA32	61	22	61_22	4	EB.09S.H.00116
18048-85-01-03/BG-P14-well-40_S234_L008_R1_001	18048-85-01-03	234	40	1	8	14	BG-P14-well-40_S234_L008	D4	BG_WD_0720_1194	1194	511EB00421	WD_0720	ILLSINHA29	54	9	54_9	40	EB.10H.H.00064
18048-85-01-03/BG-P14-well-40_S234_L008_R2_001	18048-85-01-03	234	40	2	8	14	BG-P14-well-40_S234_L008	D4	BG_WD_0720_1194	1194	511EB00421	WD_0720	ILLSINHA29	54	9	54_9	40	EB.10H.H.00064
18048-85-01-03/BG-P14-well-41_S235_L008_R1_001	18048-85-01-03	235	41	1	8	14	BG-P14-well-41_S235_L008	D5	BG_WD_0720_1383	1383	511EB00362	WD_0720	ILLSINHA37	55	19	55_19	41	EB.09S.H.00513
18048-85-01-03/BG-P14-well-41_S235_L008_R2_001	18048-85-01-03	235	41	2	8	14	BG-P14-well-41_S235_L008	D5	BG_WD_0720_1383	1383	511EB00362	WD_0720	ILLSINHA37	55	19	55_19	41	EB.09S.H.00513
18048-85-01-03/BG-P14-well-42_S236_L008_R1_001	18048-85-01-03	236	42	1	8	14	BG-P14-well-42_S236_L008	D6	BG_WD_0720_1414	1414	511EB00127	WD_0720	ILLSINHA45	62	21	62_21	42	EB.09S.H.00169
18048-85-01-03/BG-P14-well-42_S236_L008_R2_001	18048-85-01-03	236	42	2	8	14	BG-P14-well-42_S236_L008	D6	BG_WD_0720_1414	1414	511EB00127	WD_0720	ILLSINHA45	62	21	62_21	42	EB.09S.H.00169
18048-85-01-03/BG-P14-well-43_S237_L008_R1_001	18048-85-01-03	237	43	1	8	14	BG-P14-well-43_S237_L008	D7	BG_WD_0720_1341	1341	511EB00242	WD_0720	ILLSINHA53	59	17	59_17	43	EB.09S.H.00335
18048-85-01-03/BG-P14-well-43_S237_L008_R2_001	18048-85-01-03	237	43	2	8	14	BG-P14-well-43_S237_L008	D7	BG_WD_0720_1341	1341	511EB00242	WD_0720	ILLSINHA53	59	17	59_17	43	EB.09S.H.00335
18048-85-01-03/BG-P14-well-44_S238_L008_R1_001	18048-85-01-03	238	44	1	8	14	BG-P14-well-44_S238_L008	D8	BG_WD_0720_1372	1372	511EB00274	WD_0720	ILLSINHA61	66	19	66_19	44	EB.09S.H.00384
18048-85-01-03/BG-P14-well-44_S238_L008_R2_001	18048-85-01-03	238	44	2	8	14	BG-P14-well-44_S238_L008	D8	BG_WD_0720_1372	1372	511EB00274	WD_0720	ILLSINHA61	66	19	66_19	44	EB.09S.H.00384
18048-85-01-03/BG-P14-well-45_S239_L008_R1_001	18048-85-01-03	239	45	1	8	14	BG-P14-well-45_S239_L008	D9	BG_WD_0720_1299	1299	511EB00410	WD_0720	ILLSINHA69	63	15	63_15	45	EB.10H.H.00053
18048-85-01-03/BG-P14-well-45_S239_L008_R2_001	18048-85-01-03	239	45	2	8	14	BG-P14-well-45_S239_L008	D9	BG_WD_0720_1299	1299	511EB00410	WD_0720	ILLSINHA69	63	15	63_15	45	EB.10H.H.00053
18048-85-01-03/BG-P14-well-46_S240_L008_R1_001	18048-85-01-03	240	46	1	8	14	BG-P14-well-46_S240_L008	D10	BG_WD_0720_1280	1280	511EB00313	WD_0720	ILLSINHA77	57	14	57_14	46	EB.09S.H.00436
18048-85-01-03/BG-P14-well-46_S240_L008_R2_001	18048-85-01-03	240	46	2	8	14	BG-P14-well-46_S240_L008	D10	BG_WD_0720_1280	1280	511EB00313	WD_0720	ILLSINHA77	57	14	57_14	46	EB.09S.H.00436
18048-85-01-03/BG-P14-well-47_S241_L008_R1_001	18048-85-01-03	241	47	1	8	14	BG-P14-well-47_S241_L008	D11	BG_WD_0720_1334	1334	511EB00082	WD_0720	ILLSINHA85	66	17	66_17	47	EB.09S.H.00107
18048-85-01-03/BG-P14-well-47_S241_L008_R2_001	18048-85-01-03	241	47	2	8	14	BG-P14-well-47_S241_L008	D11	BG_WD_0720_1334	1334	511EB00082	WD_0720	ILLSINHA85	66	17	66_17	47	EB.09S.H.00107
18048-85-01-03/BG-P14-well-48_S242_L008_R1_001	18048-85-01-03	242	48	1	8	14	BG-P14-well-48_S242_L008	D12	BG_WD_0720_1386	1386	511EB00470	WD_0720	ILLSINHA93	52	19	52_19	48	EB.10H.H.00146
18048-85-01-03/BG-P14-well-48_S242_L008_R2_001	18048-85-01-03	242	48	2	8	14	BG-P14-well-48_S242_L008	D12	BG_WD_0720_1386	1386	511EB00470	WD_0720	ILLSINHA93	52	19	52_19	48	EB.10H.H.00146
18048-85-01-03/BG-P14-well-49_S243_L008_R1_001	18048-85-01-03	243	49	1	8	14	BG-P14-well-49_S243_L008	E1	BG_WD_0720_1101	1101	511EB00262	WD_0720	ILLSINHA4	68	4	68_4	49	EB.09S.H.00368
18048-85-01-03/BG-P14-well-49_S243_L008_R2_001	18048-85-01-03	243	49	2	8	14	BG-P14-well-49_S243_L008	E1	BG_WD_0720_1101	1101	511EB00262	WD_0720	ILLSINHA4	68	4	68_4	49	EB.09S.H.00368
18048-85-01-03/BG-P14-well-5_S199_L008_R1_001	18048-85-01-03	199	5	1	8	14	BG-P14-well-5_S199_L008	A5	BG_WD_0720_1395	1395	511EB00013	WD_0720	ILLSINHA40	58	20	58_20	5	EB.09S.H.00016
18048-85-01-03/BG-P14-well-5_S199_L008_R2_001	18048-85-01-03	199	5	2	8	14	BG-P14-well-5_S199_L008	A5	BG_WD_0720_1395	1395	511EB00013	WD_0720	ILLSINHA40	58	20	58_20	5	EB.09S.H.00016
18048-85-01-03/BG-P14-well-50_S244_L008_R1_001	18048-85-01-03	244	50	1	8	14	BG-P14-well-50_S244_L008	E2	BG_WD_0720_1418	1418	511EB00472	WD_0720	ILLSINHA12	58	21	58_21	50	EB.10H.H.00148
18048-85-01-03/BG-P14-well-50_S244_L008_R2_001	18048-85-01-03	244	50	2	8	14	BG-P14-well-50_S244_L008	E2	BG_WD_0720_1418	1418	511EB00472	WD_0720	ILLSINHA12	58	21	58_21	50	EB.10H.H.00148
18048-85-01-03/BG-P14-well-51_S245_L008_R1_001	18048-85-01-03	245	51	1	8	14	BG-P14-well-51_S245_L008	E3	BG_WD_0720_1380	1380	511EB00175	WD_0720	ILLSINHA20	58	19	58_19	51	EB.09S.H.00240
18048-85-01-03/BG-P14-well-51_S245_L008_R2_001	18048-85-01-03	245	51	2	8	14	BG-P14-well-51_S245_L008	E3	BG_WD_0720_1380	1380	511EB00175	WD_0720	ILLSINHA20	58	19	58_19	51	EB.09S.H.00240
18048-85-01-03/BG-P14-well-52_S246_L008_R1_001	18048-85-01-03	246	52	1	8	14	BG-P14-well-52_S246_L008	E4	BG_WD_0720_1202	1202	511EB00020	WD_0720	ILLSINHA28	55	10	55_10	52	EB.09S.H.00027
18048-85-01-03/BG-P14-well-52_S246_L008_R2_001	18048-85-01-03	246	52	2	8	14	BG-P14-well-52_S246_L008	E4	BG_WD_0720_1202	1202	511EB00020	WD_0720	ILLSINHA28	55	10	55_10	52	EB.09S.H.00027
18048-85-01-03/BG-P14-well-53_S247_L008_R1_001	18048-85-01-03	247	53	1	8	14	BG-P14-well-53_S247_L008	E5	BG_WD_0720_1324	1324	513EB00018	WD_0720	ILLSINHA36	63	16	63_16	53	EB.09S.H.00351
18048-85-01-03/BG-P14-well-53_S247_L008_R2_001	18048-85-01-03	247	53	2	8	14	BG-P14-well-53_S247_L008	E5	BG_WD_0720_1324	1324	513EB00018	WD_0720	ILLSINHA36	63	16	63_16	53	EB.09S.H.00351
18048-85-01-03/BG-P14-well-54_S248_L008_R1_001	18048-85-01-03	248	54	1	8	14	BG-P14-well-54_S248_L008	E6	BG_WD_0720_1204	1204	511EB00459	WD_0720	ILLSINHA44	57	10	57_10	54	EB.10H.H.00126
18048-85-01-03/BG-P14-well-54_S248_L008_R2_001	18048-85-01-03	248	54	2	8	14	BG-P14-well-54_S248_L008	E6	BG_WD_0720_1204	1204	511EB00459	WD_0720	ILLSINHA44	57	10	57_10	54	EB.10H.H.00126
18048-85-01-03/BG-P14-well-55_S249_L008_R1_001	18048-85-01-03	249	55	1	8	14	BG-P14-well-55_S249_L008	E7	BG_WD_0720_1333	1333	511EB00403	WD_0720	ILLSINHA52	67	17	67_17	55	EB.10H.H.00045
18048-85-01-03/BG-P14-well-55_S249_L008_R2_001	18048-85-01-03	249	55	2	8	14	BG-P14-well-55_S249_L008	E7	BG_WD_0720_1333	1333	511EB00403	WD_0720	ILLSINHA52	67	17	67_17	55	EB.10H.H.00045
18048-85-01-03/BG-P14-well-56_S250_L008_R1_001	18048-85-01-03	250	56	1	8	14	BG-P14-well-56_S250_L008	E8	BG_WD_0720_1291	1291	511EB00374	WD_0720	ILLSINHA60	68	14	68_14	56	EB.10H.H.00003
18048-85-01-03/BG-P14-well-56_S250_L008_R2_001	18048-85-01-03	250	56	2	8	14	BG-P14-well-56_S250_L008	E8	BG_WD_0720_1291	1291	511EB00374	WD_0720	ILLSINHA60	68	14	68_14	56	EB.10H.H.00003
18048-85-01-03/BG-P14-well-57_S251_L008_R1_001	18048-85-01-03	251	57	1	8	14	BG-P14-well-57_S251_L008	E9	BG_WD_0720_1192	1192	511EB00017	WD_0720	ILLSINHA68	56	9	56_9	57	EB.09S.H.00024
18048-85-01-03/BG-P14-well-57_S251_L008_R2_001	18048-85-01-03	251	57	2	8	14	BG-P14-well-57_S251_L008	E9	BG_WD_0720_1192	1192	511EB00017	WD_0720	ILLSINHA68	56	9	56_9	57	EB.09S.H.00024
18048-85-01-03/BG-P14-well-58_S252_L008_R1_001	18048-85-01-03	252	58	1	8	14	BG-P14-well-58_S252_L008	E10	BG_WD_0720_1369	1369	511EB00081	WD_0720	ILLSINHA76	69	19	69_19	58	EB.09S.H.00106
18048-85-01-03/BG-P14-well-58_S252_L008_R2_001	18048-85-01-03	252	58	2	8	14	BG-P14-well-58_S252_L008	E10	BG_WD_0720_1369	1369	511EB00081	WD_0720	ILLSINHA76	69	19	69_19	58	EB.09S.H.00106
18048-85-01-03/BG-P14-well-59_S253_L008_R1_001	18048-85-01-03	253	59	1	8	14	BG-P14-well-59_S253_L008	E11	BG_WD_0720_1169	1169	511EB00244	WD_0720	ILLSINHA84	60	8	60_8	59	EB.09S.H.00340
18048-85-01-03/BG-P14-well-59_S253_L008_R2_001	18048-85-01-03	253	59	2	8	14	BG-P14-well-59_S253_L008	E11	BG_WD_0720_1169	1169	511EB00244	WD_0720	ILLSINHA84	60	8	60_8	59	EB.09S.H.00340
18048-85-01-03/BG-P14-well-6_S200_L008_R1_001	18048-85-01-03	200	6	1	8	14	BG-P14-well-6_S200_L008	A6	BG_WD_0720_1176	1176	511EB00047	WD_0720	ILLSINHA48	67	8	67_8	6	EB.09S.H.00064
18048-85-01-03/BG-P14-well-6_S200_L008_R2_001	18048-85-01-03	200	6	2	8	14	BG-P14-well-6_S200_L008	A6	BG_WD_0720_1176	1176	511EB00047	WD_0720	ILLSINHA48	67	8	67_8	6	EB.09S.H.00064
18048-85-01-03/BG-P14-well-60_S254_L008_R1_001	18048-85-01-03	254	60	1	8	14	BG-P14-well-60_S254_L008	E12	BG_WD_0720_1112	1112	511EB00272	WD_0720	ILLSINHA92	60	5	60_5	60	EB.09S.H.00382
18048-85-01-03/BG-P14-well-60_S254_L008_R2_001	18048-85-01-03	254	60	2	8	14	BG-P14-well-60_S254_L008	E12	BG_WD_0720_1112	1112	511EB00272	WD_0720	ILLSINHA92	60	5	60_5	60	EB.09S.H.00382
18048-85-01-03/BG-P14-well-61_S255_L008_R1_001	18048-85-01-03	255	61	1	8	14	BG-P14-well-61_S255_L008	F1	BG_WD_0720_1420	1420	511EB00237	WD_0720	ILLSINHA3	56	21	56_21	61	EB.09S.H.00326
18048-85-01-03/BG-P14-well-61_S255_L008_R2_001	18048-85-01-03	255	61	2	8	14	BG-P14-well-61_S255_L008	F1	BG_WD_0720_1420	1420	511EB00237	WD_0720	ILLSINHA3	56	21	56_21	61	EB.09S.H.00326
18048-85-01-03/BG-P14-well-62_S256_L008_R1_001	18048-85-01-03	256	62	1	8	14	BG-P14-well-62_S256_L008	F2	BG_WD_0720_1246	1246	511EB00350	WD_0720	ILLSINHA11	61	12	61_12	62	EB.09S.H.00494
18048-85-01-03/BG-P14-well-62_S256_L008_R2_001	18048-85-01-03	256	62	2	8	14	BG-P14-well-62_S256_L008	F2	BG_WD_0720_1246	1246	511EB00350	WD_0720	ILLSINHA11	61	12	61_12	62	EB.09S.H.00494
18048-85-01-03/BG-P14-well-63_S257_L008_R1_001	18048-85-01-03	257	63	1	8	14	BG-P14-well-63_S257_L008	F3	BG_WD_0720_1290	1290	511EB00473	WD_0720	ILLSINHA19	67	14	67_14	63	EB.10H.H.00149
18048-85-01-03/BG-P14-well-63_S257_L008_R2_001	18048-85-01-03	257	63	2	8	14	BG-P14-well-63_S257_L008	F3	BG_WD_0720_1290	1290	511EB00473	WD_0720	ILLSINHA19	67	14	67_14	63	EB.10H.H.00149
18048-85-01-03/BG-P14-well-64_S258_L008_R1_001	18048-85-01-03	258	64	1	8	14	BG-P14-well-64_S258_L008	F4	BG_WD_0720_1213	1213	511EB00194	WD_0720	ILLSINHA27	66	10	66_10	64	EB.09S.H.00265
18048-85-01-03/BG-P14-well-64_S258_L008_R2_001	18048-85-01-03	258	64	2	8	14	BG-P14-well-64_S258_L008	F4	BG_WD_0720_1213	1213	511EB00194	WD_0720	ILLSINHA27	66	10	66_10	64	EB.09S.H.00265
18048-85-01-03/BG-P14-well-65_S259_L008_R1_001	18048-85-01-03	259	65	1	8	14	BG-P14-well-65_S259_L008	F5	BG_WD_0720_1390	1390	511EB00296	WD_0720	ILLSINHA35	53	20	53_20	65	EB.09S.H.00414
18048-85-01-03/BG-P14-well-65_S259_L008_R2_001	18048-85-01-03	259	65	2	8	14	BG-P14-well-65_S259_L008	F5	BG_WD_0720_1390	1390	511EB00296	WD_0720	ILLSINHA35	53	20	53_20	65	EB.09S.H.00414
18048-85-01-03/BG-P14-well-66_S260_L008_R1_001	18048-85-01-03	260	66	1	8	14	BG-P14-well-66_S260_L008	F6	BG_WD_0720_1117	1117	511EB00051	WD_0720	ILLSINHA43	55	5	55_5	66	EB.09S.H.00071
18048-85-01-03/BG-P14-well-66_S260_L008_R2_001	18048-85-01-03	260	66	2	8	14	BG-P14-well-66_S260_L008	F6	BG_WD_0720_1117	1117	511EB00051	WD_0720	ILLSINHA43	55	5	55_5	66	EB.09S.H.00071
18048-85-01-03/BG-P14-well-67_S261_L008_R1_001	18048-85-01-03	261	67	1	8	14	BG-P14-well-67_S261_L008	F7	BG_WD_0720_1247	1247	511EB00405	WD_0720	ILLSINHA51	62	12	62_12	67	EB.10H.H.00047
18048-85-01-03/BG-P14-well-67_S261_L008_R2_001	18048-85-01-03	261	67	2	8	14	BG-P14-well-67_S261_L008	F7	BG_WD_0720_1247	1247	511EB00405	WD_0720	ILLSINHA51	62	12	62_12	67	EB.10H.H.00047
18048-85-01-03/BG-P14-well-68_S262_L008_R1_001	18048-85-01-03	262	68	1	8	14	BG-P14-well-68_S262_L008	F8	BG_WD_0720_1321	1321	511EB00035	WD_0720	ILLSINHA59	60	16	60_16	68	EB.09S.H.00048
18048-85-01-03/BG-P14-well-68_S262_L008_R2_001	18048-85-01-03	262	68	2	8	14	BG-P14-well-68_S262_L008	F8	BG_WD_0720_1321	1321	511EB00035	WD_0720	ILLSINHA59	60	16	60_16	68	EB.09S.H.00048
18048-85-01-03/BG-P14-well-69_S263_L008_R1_001	18048-85-01-03	263	69	1	8	14	BG-P14-well-69_S263_L008	F9	BG_WD_0720_1139	1139	511EB00277	WD_0720	ILLSINHA67	68	6	68_6	69	EB.09S.H.00388
18048-85-01-03/BG-P14-well-69_S263_L008_R2_001	18048-85-01-03	263	69	2	8	14	BG-P14-well-69_S263_L008	F9	BG_WD_0720_1139	1139	511EB00277	WD_0720	ILLSINHA67	68	6	68_6	69	EB.09S.H.00388
18048-85-01-03/BG-P14-well-7_S201_L008_R1_001	18048-85-01-03	201	7	1	8	14	BG-P14-well-7_S201_L008	A7	BG_WD_0720_1274	1274	511EB00098	WD_0720	ILLSINHA56	51	14	51_14	7	EB.09S.H.00133
18048-85-01-03/BG-P14-well-7_S201_L008_R2_001	18048-85-01-03	201	7	2	8	14	BG-P14-well-7_S201_L008	A7	BG_WD_0720_1274	1274	511EB00098	WD_0720	ILLSINHA56	51	14	51_14	7	EB.09S.H.00133
18048-85-01-03/BG-P14-well-70_S264_L008_R1_001	18048-85-01-03	264	70	1	8	14	BG-P14-well-70_S264_L008	F10	BG_WD_0720_1147	1147	511EB00003	WD_0720	ILLSINHA75	63	7	63_7	70	EB.09S.H.00004
18048-85-01-03/BG-P14-well-70_S264_L008_R2_001	18048-85-01-03	264	70	2	8	14	BG-P14-well-70_S264_L008	F10	BG_WD_0720_1147	1147	511EB00003	WD_0720	ILLSINHA75	63	7	63_7	70	EB.09S.H.00004
18048-85-01-03/BG-P14-well-71_S265_L008_R1_001	18048-85-01-03	265	71	1	8	14	BG-P14-well-71_S265_L008	F11	BG_WD_0720_1115	1115	513EB00012	WD_0720	ILLSINHA83	57	5	57_5	71	EB.09S.H.00126
18048-85-01-03/BG-P14-well-71_S265_L008_R2_001	18048-85-01-03	265	71	2	8	14	BG-P14-well-71_S265_L008	F11	BG_WD_0720_1115	1115	513EB00012	WD_0720	ILLSINHA83	57	5	57_5	71	EB.09S.H.00126
18048-85-01-03/BG-P14-well-72_S266_L008_R1_001	18048-85-01-03	266	72	1	8	14	BG-P14-well-72_S266_L008	F12	BG_WD_0720_1293	1293	511EB00065	WD_0720	ILLSINHA91	69	15	69_15	72	EB.09S.H.00086
18048-85-01-03/BG-P14-well-72_S266_L008_R2_001	18048-85-01-03	266	72	2	8	14	BG-P14-well-72_S266_L008	F12	BG_WD_0720_1293	1293	511EB00065	WD_0720	ILLSINHA91	69	15	69_15	72	EB.09S.H.00086
18048-85-01-03/BG-P14-well-73_S267_L008_R1_001	18048-85-01-03	267	73	1	8	14	BG-P14-well-73_S267_L008	G1	BG_WD_0720_1273	1273	511EB00083	WD_0720	ILLSINHA2	51	13	51_13	73	EB.09S.H.00108
